train,Stations
d2834,广州南-三水南-肇庆东-贺州-阳朔-桂林西-都匀东-贵阳北
d2837,贵阳北-龙洞堡-都匀东-从江-桂林西-恭城-贺州-肇庆东-佛山西-广州南
d2838,广州南-佛山西-肇庆东-贺州-桂林西-贵定县-龙里北-贵阳北
d2840,广州南-佛山西-肇庆东-贺州-恭城-桂林西-榕江-三都县-贵阳北
d2841,贵阳北-三都县-三江南-桂林西-钟山西-贺州-怀集-肇庆东-佛山西-广州南
d2842,广州南-肇庆东-广宁-贺州-恭城-桂林西-贵阳北
d2844,广州南-佛山西-贺州-钟山西-阳朔-桂林西-从江-榕江-都匀东-龙洞堡-贵阳北-毕节
d2877,广州-佛山西-肇庆东-贺州-钟山西-恭城-桂林西-榕江-都匀东-龙里北-龙洞堡-贵阳北
d2878,贵阳北-贵定县-榕江-从江-三江南-桂林西-恭城-钟山西-贺州-肇庆东-三水南-佛山西-广州
d29,北京-秦皇岛-葫芦岛北-锦州南-盘锦北-沈阳北-四平东-长春西-德惠西-哈尔滨西-哈尔滨-肇东-安达-大庆东-齐齐哈尔南
d3,北京-蓟州-葫芦岛北-锦州南-盘锦北-沈阳-沈阳南
d30,齐齐哈尔南-大庆东-安达-肇东-哈尔滨-哈尔滨西-扶余北-长春西-铁岭西-沈阳北-锦州南-山海关-秦皇岛-北京
d3005,宜昌东-荆州-潜江-天门南-汉口-红安西-麻城北-金寨-六安-合肥南-南京南-镇江-丹阳-常州-无锡-苏州-昆山南-安亭北-上海虹桥
d3006,上海虹桥-昆山南-苏州-无锡-常州-镇江-南京南-全椒-合肥南-六安-麻城北-汉口-汉川-荆州-宜昌东
d3009,汉口-红安西-麻城北-金寨-六安-合肥南-南京南-丹阳-无锡-苏州-昆山南-上海虹桥
d3010,上海虹桥-昆山南-苏州-无锡-常州-南京南-合肥南-六安-金寨-麻城北-汉口
d3013,汉口-红安西-麻城北-金寨-六安-合肥南-南京南-镇江-常州-无锡-苏州-昆山南-上海虹桥
d3014,上海虹桥-昆山南-苏州-无锡-常州-丹阳-镇江-南京南-全椒-合肥南-六安-金寨-麻城北-汉口
d3021,武昌-汉口-麻城北-六安-合肥南-肥东-南京南-镇江-丹阳-常州-无锡-苏州-昆山南-上海虹桥
d3022,上海南-上海虹桥-苏州-无锡-惠山-常州-丹阳-镇江-南京南-合肥南-六安-麻城北-汉口-武昌
d3025,汉口-红安西-麻城北-六安-合肥南-南京南-镇江-常州-无锡-苏州-昆山南-上海虹桥
d3026,上海虹桥-苏州园区-苏州-无锡-常州-镇江-南京南-全椒-合肥南-六安-金寨-麻城北-汉口-潜江-荆州-枝江北-宜昌东
d3031,宜昌东-枝江北-荆州-潜江-仙桃西-天门南-汉川-汉口-六安-合肥南-肥东-全椒-南京南-镇江-丹阳-常州-戚墅堰-惠山-无锡-苏州新区-苏州-上海虹桥
d3032,上海虹桥-昆山南-苏州-无锡-丹阳-南京南-全椒-合肥南-六安-金寨-汉口
d3041,武昌-汉口-红安西-麻城北-金寨-六安-合肥南-全椒-南京南-镇江-丹阳-常州-无锡-无锡新区-苏州-昆山南-上海虹桥
d3042,上海虹桥-昆山南-阳澄湖-苏州-无锡-常州-镇江-南京南-全椒-合肥南-六安-金寨-麻城北-红安西-汉口
d3045,武昌-汉口-红安西-麻城北-六安-合肥南-南京南-常州-无锡-苏州新区-苏州-上海虹桥
d3046,上海虹桥-昆山南-苏州-无锡-常州-镇江-南京南-合肥南-六安-麻城北-汉口
d305,西安北-渭南北-华山北-三门峡南-洛阳龙门-郑州西-郑州东-徐州-南京-常州-无锡-苏州-上海
d3055,南充北-重庆北-丰都-利川-恩施-建始-巴东-宜昌东-枝江北-荆州-汉口-六安-合肥南-肥东-南京南-镇江-丹阳-常州-无锡-苏州-昆山南-上海
d3056,上海虹桥-昆山南-苏州-无锡-惠山-常州-丹阳-镇江-南京南-合肥南-六安-汉口-宜昌东-建始-恩施-重庆北-南充北
d3059,汉口-红安西-六安-南京南-丹阳-常州-惠山-无锡-苏州-上海虹桥-嘉兴南
d306,上海-苏州-无锡-常州-南京-徐州-郑州东-洛阳龙门-三门峡南-华山北-渭南北-西安北
d3060,上海南-上海虹桥-昆山南-苏州园区-苏州-无锡-惠山-常州-丹阳-镇江-南京南-合肥南-六安-麻城北-汉口
d3062,汉口-红安西-六安-合肥南-南京南-镇江-丹阳-常州-惠山-无锡-苏州-上海虹桥-嘉兴南
d3063,汉口-红安西-麻城北-六安-合肥南-扬州-泰州-海安-如皋-南通西-张家港-常熟-太仓-上海虹桥
d3064,上海虹桥-太仓-常熟-张家港-南通西-海安-泰州-扬州-全椒-合肥南-六安-金寨-麻城北-汉口
d3067,汉口-金寨-六安-合肥南-全椒-南京南-丹阳-常州-无锡-无锡新区-苏州-昆山南-上海虹桥-上海南
d3068,上海南-上海虹桥-安亭北-昆山南-苏州-无锡-常州-丹阳-镇江-南京南-合肥南-六安-金寨-麻城北-汉口
d307,上海-苏州-无锡-常州-南京-徐州-郑州东-洛阳龙门-三门峡南-华山北-渭南北-西安北
d3071,重庆北-利川-恩施-宜昌东-荆州-潜江-天门南-汉口-红安西-麻城北-金寨-合肥南-全椒-南京南-镇江-丹阳-惠山-无锡-苏州-昆山南-上海虹桥-上海南
d3072,上海南-上海虹桥-昆山南-苏州-无锡-常州-镇江-南京南-全椒-合肥南-六安-汉口-天门南-荆州-宜昌东-巴东-建始-恩施-利川-石柱县-重庆北
d308,西安北-渭南北-华山北-三门峡南-洛阳龙门-郑州西-郑州东-徐州-南京-常州-无锡-苏州-上海
d3081,南京南-合肥南-六安-金寨-红安西-汉口-天门南-仙桃西-潜江-荆州-宜昌东
d3082,宜昌东-荆州-仙桃西-汉口-红安西-麻城北-金寨-合肥南-南京南
d3083,南京南-全椒-合肥南-六安-金寨-麻城北-汉口-汉川-天门南-潜江-荆州-宜昌东
d3084,宜昌东-荆州-汉口-麻城北-六安-合肥南-南京南
d3089,汉口-六安-合肥南-肥东-扬州-泰州-海安-如皋-南通西-张家港-常熟-太仓-上海虹桥
d309,兰州西-定西北-天水南-宝鸡南-西安北-洛阳龙门-郑州东-徐州-南京-常州-无锡-苏州-上海
d3090,上海虹桥-太仓-常熟-张家港-南通西-如皋-海安-姜堰-泰州-扬州-合肥南-六安-红安西-汉口
d3092,汉口-六安-合肥南-肥东-扬州-泰州-海安-如皋-南通西-张家港-常熟-太仓-上海虹桥
d31,大连北-瓦房店西-锦州南-山海关-秦皇岛-北京
d310,上海-苏州-无锡-常州-南京-徐州-郑州东-华山北-西安北-宝鸡南-天水南-定西北-兰州西
d3101,上海虹桥-金山北-桐乡-海宁西-杭州东-绍兴北-余姚北-庄桥-宁波-宁海-临海-台州-温州南-瑞安-太姥山-宁德-福州
d3102,福州-宁德-福安-太姥山-温州南-台州-奉化-宁波-余姚北-绍兴北-杭州东-嘉兴南-嘉善南-上海虹桥
d3103,上海虹桥-松江南-桐乡-杭州东-绍兴北-绍兴东-余姚北-宁波-临海-台州-乐清-温州南-平阳-福鼎-宁德-连江-福州南
d3104,莆田-福清-福州南-连江-罗源-宁德-平阳-温州南-永嘉-绅坊-临海-宁波-余姚北-绍兴北-杭州东-海宁西-嘉兴南-嘉善南-金山北-松江南-上海虹桥
d3107,上海虹桥-嘉善南-嘉兴南-桐乡-杭州东-绍兴北-宁波-宁海-台州-雁荡山-永嘉-温州南-平阳-霞浦-福州南-涵江-仙游-泉州-厦门北-漳州-诏安-饶平-潮汕-陆丰-鲘门-深圳北
d3108,深圳北-惠州南-普宁-潮汕-饶平-诏安-云霄-漳州-厦门北-泉州-莆田-涵江-福州南-罗源-宁德-太姥山-福鼎-瑞安-温州南-台州-奉化-宁波-余姚北-绍兴东-绍兴北-杭州东-嘉兴南-上海虹桥
d311,上海-苏州-无锡-常州-南京-徐州-郑州东-华山北-西安北-宝鸡南-天水南-定西北-兰州西
d3111,杭州东-绍兴北-余姚北-宁波-临海-台州-绅坊-温州南-平阳-苍南-太姥山-宁德-福州南-莆田-泉州-厦门北-漳州-漳浦-饶平-潮汕-普宁-汕尾-惠州南-深圳北
d3112,深圳北-深圳坪山-汕尾-普宁-潮阳-潮汕-诏安-漳浦-漳州-厦门北-泉州-莆田-福州南-连江-宁德-太姥山-苍南-瑞安-温州南-永嘉-绅坊-宁波-余姚北-绍兴北-杭州东
d312,兰州西-定西北-天水南-宝鸡南-西安北-洛阳龙门-郑州东-徐州-南京-常州-无锡-苏州-上海
d3125,扬州-泰州-海安-如皋-南通西-张家港-太仓-上海虹桥-嘉兴南-海宁西-杭州东-余姚北-宁波-奉化-临海-台州-绅坊-温州南-福鼎-罗源-福州南-福清-泉州-厦门北-漳州-云霄-潮汕-普宁-陆丰-惠州南-深圳北
d3126,深圳北-汕尾-陆丰-普宁-潮阳-潮汕-云霄-角美-厦门北-晋江-仙游-涵江-福清-福州南-罗源-福安-霞浦-平阳-瑞安-温州南-乐清-台州-宁波-余姚北-杭州东-余杭-嘉兴南-嘉善南-上海虹桥-太仓-张家港-南通西-如皋-海安-泰州-扬州
d3131,上海虹桥-松江南-嘉兴南-杭州东-绍兴北-余姚北-宁波-宁海-三门县-绅坊-温州南-瑞安-苍南-宁德-罗源-福州南-莆田-泉州-厦门北-龙山镇-龙岩
d3132,龙岩-南靖-漳州-厦门北-晋江-仙游-莆田-福清-福州南-罗源-宁德-霞浦-瑞安-温州南-永嘉-台州-宁波-余姚北-绍兴东-绍兴北-杭州东-余杭-嘉兴南-上海虹桥
d3135,南京-镇江-丹阳-常州-惠山-无锡-无锡新区-苏州-昆山南-上海虹桥-嘉善南-嘉兴南-海宁西-杭州东-杭州南-余姚北-宁波-宁海-台州-雁荡山-温州南-瑞安-苍南-福鼎-福安-福州南-莆田-泉州-晋江-厦门北-漳州-龙山镇-龙岩-古田会址-冠豸山-长汀南-瑞金-于都-赣州
d3136,赣州-瑞金-长汀南-冠豸山-古田会址-龙岩-漳州-厦门北-晋江-泉州-莆田-福清-福州南-宁德-苍南-温州南-乐清-台州-临海-宁波-绍兴北-杭州东-桐乡-嘉兴南-上海虹桥-昆山南-苏州园区-苏州-无锡-惠山-常州-丹阳-镇江-南京
d3141,南京-常州-无锡-苏州-昆山南-上海虹桥-嘉兴南-余杭-杭州东-余姚北-宁波-宁海-台州-永嘉-温州南-苍南-福安-连江-福州南-莆田-泉州-厦门北-龙岩
d3142,龙岩-漳州-厦门北-晋江-泉州-福清-福州南-连江-霞浦-太姥山-瑞安-温州南-乐清-雁荡山-三门县-宁波-余姚北-绍兴东-杭州东-海宁西-嘉兴南-上海虹桥-昆山南-苏州-无锡-常州-丹阳-镇江-南京
d3145,上海虹桥-嘉兴南-余杭-杭州东-绍兴北-绍兴东-余姚北-宁波-临海-台州-永嘉-温州南-瑞安-平阳-宁德-连江-福州南-莆田-泉州-厦门北-龙岩-古田会址-冠豸山-长汀南-瑞金-于都-赣州
d3146,赣州-于都-瑞金-长汀南-龙岩-厦门北-仙游-福清-福州南-罗源-福鼎-平阳-瑞安-温州南-雁荡山-台州-三门县-宁波-余姚北-绍兴北-杭州东-桐乡-嘉兴南-上海虹桥
d32,北京-北戴河-秦皇岛-山海关-绥中北-营口东-鲅鱼圈-大连北
d3201,上海虹桥-松江南-嘉兴南-杭州东-绍兴北-绍兴东-宁波-临海-台州-温州南-瑞安-平阳-苍南-福安-连江-福州南-涵江-莆田-泉州-厦门北
d3202,厦门北-泉州-莆田-福清-福州南-宁德-太姥山-平阳-瑞安-温州南-永嘉-台州-临海-宁波-余姚北-绍兴东-绍兴北-杭州东-海宁西-嘉兴南-嘉善南-上海虹桥
d3205,上海虹桥-嘉兴南-杭州东-绍兴北-余姚北-宁波-三门县-台州-雁荡山-乐清-温州南-苍南-福安-宁德-福州南-厦门北
d3206,厦门北-晋江-泉州-莆田-福清-福州南-宁德-霞浦-平阳-温州南-乐清-临海-三门县-宁波-余姚北-绍兴东-绍兴北-杭州东-嘉兴南-上海虹桥
d3235,南京南-宜兴-长兴-湖州-杭州东-诸暨-义乌-金华南-武义北-永康南-缙云西-丽水-温州南-瑞安-平阳-苍南-福鼎-太姥山-霞浦-宁德-罗源-福州南
d3236,福州南-连江-罗源-霞浦-福鼎-平阳-瑞安-温州南-青田-丽水-缙云西-永康南-武义北-义乌-杭州东-湖州-宜兴-南京南
d3237,厦门北-漳州-龙岩-漳平西-永安南-三明-三明北-尤溪-福州-宁德-福鼎-瑞安-温州南-绅坊-台州-宁波-余姚北-绍兴东-绍兴北-杭州东-湖州-长兴-宜兴-南京南
d3238,南京南-杭州东-绍兴北-余姚北-宁波-临海-台州-绅坊-温州南-瑞安-福鼎-宁德-福州-永泰-尤溪-三明北-三明-永安南-漳平西-龙岩-漳州-厦门北
d3262,汉口-武汉-鄂州-黄石北-阳新-枫林-庐山-共青城-永修-南昌西-抚州-建宁县北-泰宁-将乐-三明北-永泰-福州
d3264,福州-永泰-三明北-将乐-建宁县北-南丰-抚州-南昌西-共青城-瑞昌西-阳新-大冶北-黄石北-鄂州-武汉-汉口
d3265,武汉-鄂州-大冶北-阳新-枫林-庐山-共青城-南昌西-抚州-南城-建宁县北-泰宁-将乐-三明北-福州
d3266,福州-永泰-三明北-将乐-泰宁-建宁县北-南城-抚州-南昌西-共青城-德安-庐山-瑞昌西-阳新-黄石北-鄂州-武汉
d3272,汉口-武汉-鄂州-黄石北-白沙铺-阳新-瑞昌西-德安-共青城-永修-南昌西-抚州-南城-建宁县北-将乐-三明北-尤溪-莆田-泉州-厦门北
d3274,厦门北-晋江-泉州-莆田-永泰-尤溪-三明北-将乐-泰宁-建宁县北-南丰-抚州-南昌西-永修-共青城-庐山-瑞昌西-枫林-阳新-黄石北-鄂州-葛店南-武汉-汉口
d3277,武汉-葛店南-黄石北-大冶北-阳新-庐山-德安-共青城-南昌西-抚州-建宁县北-泰宁-将乐-三明北-尤溪-莆田-泉州-厦门北
d3278,厦门北-泉州-莆田-永泰-尤溪-三明北-将乐-建宁县北-南城-南昌西-共青城-瑞昌西-阳新-白沙铺-大冶北-黄石北-武汉
d3285,梅州西-丰顺东-揭阳-揭阳机场-潮汕-饶平-诏安-云霄-漳浦-漳州-厦门北-泉州-仙游-莆田-尤溪-三明北-泰宁-建宁县北-南丰-南城-抚州-南昌西-永修-德安-庐山-瑞昌西-阳新-大冶北-黄石北-武汉-汉口-汉川-天门南-荆州-宜昌东
d3286,汉口-武汉-葛店南-鄂州-黄石北-阳新-瑞昌西-庐山-德安-永修-南昌西-抚州-南城-泰宁-三明北-莆田-泉州-厦门北-漳州-漳浦-云霄-诏安-饶平-潮汕-揭阳-丰顺东-梅州西
d3289,武汉-鄂州-黄石北-大冶北-白沙铺-阳新-庐山-德安-永修-南昌西-抚州-南城-南丰-泰宁-将乐-三明北-尤溪-永泰-泉州-厦门北
d3290,厦门北-惠安-仙游-三明北-将乐-泰宁-建宁县北-南丰-抚州-南昌西-永修-德安-瑞昌西-阳新-黄石北-鄂州-葛店南-武汉
d3291,上海虹桥-嘉兴南-余杭-杭州东-绍兴北-绍兴东-余姚北-宁波-临海-台州-乐清-温州南-平阳-苍南-霞浦-连江-福州南-莆田-泉州-厦门北-漳州-南靖-龙岩
d3292,龙岩-南靖-漳州-角美-厦门北-泉州-仙游-涵江-福清-福州南-连江-宁德-太姥山-苍南-平阳-温州南-雁荡山-台州-宁波-绍兴北-杭州东-海宁西-嘉兴南-金山北-松江南-上海虹桥
d3295,南京南-江宁-溧阳-宜兴-湖州-德清-杭州东-绍兴北-绍兴东-余姚北-宁波-奉化-三门县-台州-永嘉-温州南-平阳-福鼎-宁德-福州南-涵江-莆田-泉州-厦门北-南靖-龙岩
d3296,龙岩-龙山镇-南靖-漳州-厦门北-泉州-仙游-涵江-福州南-宁德-瑞安-温州南-绅坊-台州-宁海-宁波-余姚北-绍兴东-绍兴北-杭州东-湖州-长兴-宜兴-溧水-南京南
d33,北京-北戴河-秦皇岛-山海关-绥中北-营口东-鲅鱼圈-大连北
d335,北京-大明湖-淄博-潍坊-青岛北
d3395,汉口-武汉-鄂州-黄石北-大冶北-阳新-枫林-九江-景德镇北-婺源-黄山北-歙县北-绩溪北-千岛湖-桐庐-杭州东
d3396,杭州东-富阳-桐庐-建德-千岛湖-绩溪北-歙县北-黄山北-婺源-景德镇北-湖口-九江-瑞昌西-阳新-大冶北-鄂州-武汉-汉口
d34,大连北-瓦房店西-锦州南-山海关-秦皇岛-北京
d35,大连北-普湾-盖州西-营口东-盘锦-葫芦岛北-山海关-秦皇岛-北京
d351,成都东-合川-重庆北-涪陵北-石柱县-利川-恩施-宜昌东-荆州-潜江-汉口-麻城北-金寨-六安-合肥南-南京南-镇江-丹阳-常州-无锡-苏州-昆山南-上海虹桥
d352,上海虹桥-昆山南-苏州-无锡-戚墅堰-常州-丹阳-镇江-南京南-合肥南-六安-汉口-荆州-宜昌东-巴东-恩施-利川-石柱县-涪陵北-重庆北-潼南-遂宁-成都东
d36,北京-唐山北-秦皇岛-山海关-葫芦岛北-锦州南-盘锦-鲅鱼圈-瓦房店西-大连北
d366,武汉-汉口-天门南-仙桃西-荆州-宜昌东-建始-恩施-利川-丰都-涪陵北-长寿北-重庆北-合川-成都东
d368,成都东-潼南-合川-重庆北-涪陵北-丰都-恩施-宜昌东-荆州-潜江-天门南-汉口-武汉
d37,北京-唐山北-秦皇岛-山海关-葫芦岛北-锦州南-盘锦-鲅鱼圈-瓦房店西-大连北
d377,上海虹桥-嘉善南-嘉兴南-杭州东-杭州南-余姚北-宁波-台州-雁荡山-乐清-温州南-平阳-福鼎-太姥山-福州南-莆田-泉州-厦门北-漳浦-云霄-潮汕-潮阳-陆丰-鲘门-深圳北
d378,深圳北-惠州南-葵潭-潮阳-潮汕-角美-厦门北-泉州-仙游-福清-福州南-罗源-宁德-太姥山-平阳-温州南-台州-临海-宁波-余姚北-绍兴东-绍兴北-杭州东-嘉兴南-上海虹桥
d38,大连北-普湾-盖州西-营口东-盘锦-葫芦岛北-山海关-秦皇岛-北京
d3801,昆明南-普者黑-广南县-富宁-百色-田东北-平果-隆安东-南宁-南宁东-贵港-桂平-梧州南-肇庆东-佛山西-广州南
d3802,广州南-三水南-肇庆东-云浮东-梧州南-桂平-贵港-宾阳-南宁东-南宁-隆安东-田东北-田阳-百色-富宁-普者黑-弥勒-昆明南-昆明-楚雄-南华-大理
d3806,广州南-肇庆东-梧州南-平南南-桂平-贵港-南宁-隆安东-田东北-百色-富宁-普者黑-昆明南
d3809,昆明南-弥勒-普者黑-珠琳-广南县-富宁-百色-田阳-平果-隆安东-南宁-南宁东-贵港-桂平-平南南-藤县-梧州南-云浮东-肇庆东-三水南-佛山西-广州南-中山-珠海
d381,上海虹桥-金山北-嘉兴南-海宁西-余杭-杭州东-绍兴东-宁波-宁海-临海-绅坊-乐清-温州南-苍南-霞浦-罗源-福州南-福清-莆田
d3810,广州南-佛山西-肇庆东-梧州南-藤县-平南南-贵港-南宁东-南宁-隆安东-平果-田东北-田阳-百色-富宁-广南县-珠琳-普者黑-弥勒-昆明南-昆明-广通北-楚雄-祥云-大理
d3812,昆明南-弥勒-普者黑-珠琳-广南县-富宁-百色-田阳-平果-隆安东-南宁-南宁东-贵港-桂平-平南南-藤县-梧州南-云浮东-肇庆东-三水南-佛山西-广州南-中山-珠海
d3813,昆明南-石林西-弥勒-普者黑-广南县-百色-田阳-田东北-南宁西-南宁-南宁东-宾阳-桂平-平南南-梧州南-郁南-云浮东-肇庆东-佛山西-广州南
